0 1081.0
1 1146.0
2 1147.0
3 1116.0
4 1105.0
5 1146.0
6 1120.0
7 1112.0
8 1175.0
9 1167.0
10 1193.0
11 1212.0
12 1229.0
13 1242.0
14 1274.0
15 1277.0
16 1298.0
17 1314.0
18 1324.0
19 1332.0
20 1323.0
21 1323.0
22 1305.0
23 1314.0
24 1289.0
25 1271.0
26 1255.0
27 1237.0
28 1215.0
29 1183.0
30 1164.0
31 1159.0
32 1132.0
33 1125.0
34 1130.0
35 1123.0
36 1134.0
37 1127.0
38 1157.0
39 1163.0
