algorithm generator seed numberofsequences sizeofsequences cost scslength timems
greedy random 2 5 48 bitcost 173 502.57897377
greedy random 2 5 4 bitcost 7 9.16600227356
greedy random 2 5 5 bitcost 10 13.1368637085
greedy random 2 5 64 bitcost 243 849.577903748
greedy random 2 5 6 bitcost 13 12.1450424194
greedy random 2 5 7 bitcost 16 23.3700275421
greedy random 2 5 8 bitcost 20 28.9340019226
greedy random 2 5 96 bitcost 382 1835.38484573
greedy random 2 5 9 bitcost 26 39.8099422455
greedy random 2 6 10 bitcost 31 61.0649585724
greedy random 2 6 11 bitcost 35 62.4539852142
greedy random 2 6 12 bitcost 39 83.4589004517
greedy random 2 6 13 bitcost 38 89.0939235687
greedy random 2 6 14 bitcost 47 108.721017838
greedy random 2 6 2 bitcost 3 4.05287742615
greedy random 2 6 3 bitcost 5 7.72500038147
greedy random 2 6 4 bitcost 7 11.1799240112
greedy random 2 6 5 bitcost 11 16.8130397797
greedy random 2 6 6 bitcost 15 23.029088974
greedy random 2 6 7 bitcost 18 30.4470062256
greedy random 2 6 8 bitcost 22 38.7101173401
greedy random 2 6 9 bitcost 26 32.8860282898
greedy random 2 7 10 bitcost 33 72.5231170654
greedy random 2 7 2 bitcost 3 2.41684913635
greedy random 2 7 3 bitcost 5 6.55698776245
greedy random 2 7 4 bitcost 8 13.7588977814
greedy random 2 7 5 bitcost 11 20.5149650574
greedy random 2 7 6 bitcost 16 30.1840305328
greedy random 2 7 7 bitcost 19 38.5310649872
greedy random 2 7 8 bitcost 24 46.501159668
greedy random 2 7 9 bitcost 28 66.5271282196
greedy random 2 8 2 bitcost 3 5.58805465698
greedy random 2 8 3 bitcost 5 10.5581283569
greedy random 2 8 4 bitcost 9 16.429901123
greedy random 2 8 5 bitcost 12 24.9979496002
greedy random 2 8 6 bitcost 17 34.973859787
greedy random 2 8 7 bitcost 21 46.5040206909
greedy random 2 9 2 bitcost 3 6.59990310669
greedy random 2 9 3 bitcost 6 10.5509757996
greedy random 2 9 4 bitcost 10 8.72397422791
greedy random 2 9 5 bitcost 13 30.0240516663
greedy random 3 10000 4 bitcost 14 31812.8910065
greedy random 3 1000 4 bitcost 14 3091.11595154
greedy random 3 1000 8 bitcost 62 119252.108812
greedy random 3 100 16 bitcost 148 14415.4138565
greedy random 3 100 24 bitcost 308 57055.5729866
greedy random 3 100 32 bitcost 492 144485.234976
greedy random 3 100 4 bitcost 13 268.301963806
greedy random 3 100 8 bitcost 45 1786.71813011
greedy random 3 10 16 bitcost 71 261.37804985
greedy random 3 10 24 bitcost 121 504.319906235
greedy random 3 10 2 bitcost 3 7.48705863953
greedy random 3 10 32 bitcost 171 869.511127472
greedy random 3 10 3 bitcost 7 14.6560668945
greedy random 3 10 48 bitcost 292 2014.89782333
greedy random 3 10 4 bitcost 10 23.3089923859
greedy random 3 10 5 bitcost 13 35.2389812469
greedy random 3 10 64 bitcost 410 3675.52495003
greedy random 3 10 8 bitcost 25 59.9901676178
greedy random 3 10 96 bitcost 669 9080.41810989
greedy random 3 11 2 bitcost 3 8.01396369934
greedy random 3 11 3 bitcost 7 12.0530128479
greedy random 3 12 2 bitcost 3 8.3429813385
greedy random 3 12 3 bitcost 7 18.4099674225
greedy random 3 13 2 bitcost 3 6.84404373169
greedy random 3 14 2 bitcost 3 7.7440738678
greedy random 3 20000 4 bitcost 14 64481.4209938
greedy random 3 2000 4 bitcost 14 6234.90405083
greedy random 3 200 16 bitcost 164 56439.9740696
greedy random 3 200 24 bitcost 337 226765.002966
greedy random 3 200 4 bitcost 14 574.372053146
greedy random 3 200 8 bitcost 52 5235.7749939
greedy random 3 20 16 bitcost 95 708.23597908
greedy random 3 20 24 bitcost 171 1840.60001373
greedy random 3 20 32 bitcost 259 3623.71587753
greedy random 3 20 48 bitcost 457 9894.59586143
greedy random 3 20 4 bitcost 11 55.6259155273
greedy random 3 20 64 bitcost 663 19365.9200668
greedy random 3 20 8 bitcost 32 166.496992111
greedy random 3 20 96 bitcost 1115 52106.9309711
greedy random 3 2 100 bitcost 179 282.963037491
greedy random 3 2 101 bitcost 182 298.553943634
greedy random 3 2 102 bitcost 183 279.174089432
greedy random 3 2 103 bitcost 187 223.42300415
greedy random 3 2 104 bitcost 188 281.819820404
greedy random 3 2 105 bitcost 191 244.101047516
greedy random 3 2 106 bitcost 192 320.412158966
greedy random 3 2 107 bitcost 195 329.173803329
greedy random 3 2 108 bitcost 195 330.822944641
greedy random 3 2 109 bitcost 198 335.70098877
greedy random 3 2 10 bitcost 14 8.74400138855
greedy random 3 2 110 bitcost 199 336.884021759
greedy random 3 2 111 bitcost 200 342.688083649
greedy random 3 2 112 bitcost 203 351.878881454
greedy random 3 2 113 bitcost 204 352.44011879
greedy random 3 2 114 bitcost 207 355.169057846
greedy random 3 2 115 bitcost 209 363.447189331
greedy random 3 2 116 bitcost 211 323.490142822
greedy random 3 2 117 bitcost 214 369.042873383
greedy random 3 2 118 bitcost 213 344.666957855
greedy random 3 2 119 bitcost 219 384.358167648
greedy random 3 2 11 bitcost 16 9.86981391907
greedy random 3 2 120 bitcost 219 384.15312767
greedy random 3 2 121 bitcost 220 343.552112579
greedy random 3 2 122 bitcost 222 353.102207184
greedy random 3 2 123 bitcost 225 401.94106102
greedy random 3 2 124 bitcost 227 400.042057037
greedy random 3 2 125 bitcost 229 411.010980606
greedy random 3 2 126 bitcost 232 416.891098022
greedy random 3 2 127 bitcost 233 420.838117599
greedy random 3 2 128 bitcost 236 361.500024796
greedy random 3 2 129 bitcost 238 432.685852051
greedy random 3 2 12 bitcost 20 10.2181434631
greedy random 3 2 130 bitcost 239 435.77504158
greedy random 3 2 131 bitcost 241 439.391136169
greedy random 3 2 132 bitcost 241 442.623853683
greedy random 3 2 133 bitcost 245 448.992967606
greedy random 3 2 134 bitcost 248 415.267944336
greedy random 3 2 135 bitcost 250 459.509849548
greedy random 3 2 136 bitcost 251 430.857896805
greedy random 3 2 137 bitcost 251 472.291946411
greedy random 3 2 138 bitcost 256 474.356889725
greedy random 3 2 139 bitcost 258 479.38990593
greedy random 3 2 13 bitcost 20 13.0889415741
greedy random 3 2 140 bitcost 261 455.687046051
greedy random 3 2 141 bitcost 262 451.750040054
greedy random 3 2 142 bitcost 262 418.668985367
greedy random 3 2 143 bitcost 263 507.339000702
greedy random 3 2 144 bitcost 262 501.579046249
greedy random 3 2 145 bitcost 266 515.638828278
greedy random 3 2 146 bitcost 270 522.824048996
greedy random 3 2 147 bitcost 270 528.472185135
greedy random 3 2 148 bitcost 274 534.962177277
greedy random 3 2 149 bitcost 276 546.941041946
greedy random 3 2 14 bitcost 23 14.741897583
greedy random 3 2 150 bitcost 273 550.695180893
greedy random 3 2 151 bitcost 281 556.252002716
greedy random 3 2 152 bitcost 282 564.5840168
greedy random 3 2 153 bitcost 284 563.009977341
greedy random 3 2 154 bitcost 286 576.687812805
greedy random 3 2 155 bitcost 285 579.778194427
greedy random 3 2 156 bitcost 289 585.227966309
greedy random 3 2 157 bitcost 291 589.993953705
greedy random 3 2 158 bitcost 294 575.972080231
greedy random 3 2 159 bitcost 295 600.172042847
greedy random 3 2 15 bitcost 26 16.6869163513
greedy random 3 2 160 bitcost 296 611.564874649
greedy random 3 2 161 bitcost 298 618.358135223
greedy random 3 2 162 bitcost 302 543.33281517
greedy random 3 2 163 bitcost 303 622.905015945
greedy random 3 2 164 bitcost 307 637.99405098
greedy random 3 2 165 bitcost 310 600.481033325
greedy random 3 2 166 bitcost 311 648.540973663
greedy random 3 2 167 bitcost 313 596.704959869
greedy random 3 2 168 bitcost 313 666.188955307
greedy random 3 2 169 bitcost 318 673.457860947
greedy random 3 2 16 bitcost 28 17.8670883179
greedy random 3 2 170 bitcost 319 676.496982574
greedy random 3 2 171 bitcost 316 603.441953659
greedy random 3 2 172 bitcost 319 657.987833023
greedy random 3 2 173 bitcost 325 698.549032211
greedy random 3 2 174 bitcost 322 700.002908707
greedy random 3 2 175 bitcost 328 710.592985153
greedy random 3 2 176 bitcost 331 717.826128006
greedy random 3 2 177 bitcost 329 727.171182632
greedy random 3 2 178 bitcost 332 733.571052551
greedy random 3 2 179 bitcost 335 737.434864044
greedy random 3 2 17 bitcost 28 19.583940506
greedy random 3 2 180 bitcost 337 707.035064697
greedy random 3 2 181 bitcost 341 766.017913818
greedy random 3 2 182 bitcost 344 730.653047562
greedy random 3 2 183 bitcost 344 728.750944138
greedy random 3 2 184 bitcost 344 776.997089386
greedy random 3 2 185 bitcost 348 740.623950958
greedy random 3 2 186 bitcost 348 713.098049164
greedy random 3 2 187 bitcost 350 795.378923416
greedy random 3 2 188 bitcost 353 771.777868271
greedy random 3 2 189 bitcost 358 822.428941727
greedy random 3 2 18 bitcost 31 21.8708515167
greedy random 3 2 190 bitcost 360 753.80897522
greedy random 3 2 191 bitcost 360 828.023195267
greedy random 3 2 192 bitcost 363 798.756122589
greedy random 3 2 19 bitcost 31 24.4388580322
greedy random 3 2 20 bitcost 35 21.5539932251
greedy random 3 2 21 bitcost 35 25.0129699707
greedy random 3 2 22 bitcost 37 31.3899517059
greedy random 3 2 23 bitcost 39 33.4589481354
greedy random 3 2 24 bitcost 41 36.3740921021
greedy random 3 2 25 bitcost 44 39.8108959198
greedy random 3 2 26 bitcost 43 40.6250953674
greedy random 3 2 27 bitcost 45 42.6340103149
greedy random 3 2 28 bitcost 49 46.0050106049
greedy random 3 2 29 bitcost 51 47.593832016
greedy random 3 2 2 bitcost 3 1.11985206604
greedy random 3 2 30 bitcost 53 34.539937973
greedy random 3 2 31 bitcost 54 55.1550388336
greedy random 3 2 32 bitcost 56 53.543806076
greedy random 3 2 33 bitcost 57 60.3449344635
greedy random 3 2 34 bitcost 59 61.6569519043
greedy random 3 2 35 bitcost 61 66.7650699615
greedy random 3 2 36 bitcost 60 68.8970088959
greedy random 3 2 37 bitcost 63 72.1409320831
greedy random 3 2 38 bitcost 66 74.8119354248
greedy random 3 2 39 bitcost 68 66.251039505
greedy random 3 2 3 bitcost 4 1.6188621521
greedy random 3 2 40 bitcost 68 82.4038982391
greedy random 3 2 41 bitcost 72 83.2920074463
greedy random 3 2 42 bitcost 72 85.4721069336
greedy random 3 2 43 bitcost 74 92.3690795898
greedy random 3 2 44 bitcost 74 94.5589542389
greedy random 3 2 45 bitcost 77 94.8441028595
greedy random 3 2 46 bitcost 79 99.7121334076
greedy random 3 2 47 bitcost 80 104.083061218
greedy random 3 2 48 bitcost 82 95.1991081238
greedy random 3 2 49 bitcost 85 108.286142349
greedy random 3 2 4 bitcost 7 2.36701965332
greedy random 3 2 50 bitcost 87 112.830162048
greedy random 3 2 51 bitcost 90 104.392051697
greedy random 3 2 52 bitcost 94 121.419906616
greedy random 3 2 53 bitcost 95 124.530792236
greedy random 3 2 54 bitcost 97 126.839160919
greedy random 3 2 55 bitcost 99 132.318973541
greedy random 3 2 56 bitcost 97 103.992938995
greedy random 3 2 57 bitcost 100 132.399082184
greedy random 3 2 58 bitcost 102 139.32299614
greedy random 3 2 59 bitcost 105 144.345998764
greedy random 3 2 5 bitcost 7 3.03602218628
greedy random 3 2 60 bitcost 108 148.816108704
greedy random 3 2 61 bitcost 109 151.347875595
greedy random 3 2 62 bitcost 112 158.000946045
greedy random 3 2 63 bitcost 113 163.682937622
greedy random 3 2 64 bitcost 115 159.310102463
greedy random 3 2 65 bitcost 118 168.150186539
greedy random 3 2 66 bitcost 119 172.872066498
greedy random 3 2 67 bitcost 121 175.503015518
greedy random 3 2 68 bitcost 123 181.302070618
greedy random 3 2 69 bitcost 123 182.834148407
greedy random 3 2 6 bitcost 8 3.31711769104
greedy random 3 2 70 bitcost 124 184.860944748
greedy random 3 2 71 bitcost 130 188.367128372
greedy random 3 2 72 bitcost 129 191.448926926
greedy random 3 2 73 bitcost 130 194.139957428
greedy random 3 2 74 bitcost 135 201.369047165
greedy random 3 2 75 bitcost 135 205.085992813
greedy random 3 2 76 bitcost 138 208.475112915
greedy random 3 2 77 bitcost 138 209.609031677
greedy random 3 2 78 bitcost 142 215.881109238
greedy random 3 2 79 bitcost 143 217.97990799
greedy random 3 2 7 bitcost 10 3.11303138733
greedy random 3 2 80 bitcost 145 222.65791893
greedy random 3 2 81 bitcost 147 226.378917694
greedy random 3 2 82 bitcost 149 233.067989349
greedy random 3 2 83 bitcost 151 235.80789566
greedy random 3 2 84 bitcost 151 237.872838974
greedy random 3 2 85 bitcost 152 242.015838623
greedy random 3 2 86 bitcost 157 246.896982193
greedy random 3 2 87 bitcost 156 247.097015381
greedy random 3 2 88 bitcost 160 251.453876495
greedy random 3 2 89 bitcost 159 253.524065018
greedy random 3 2 8 bitcost 13 6.39081001282
greedy random 3 2 90 bitcost 162 190.122127533
greedy random 3 2 91 bitcost 166 263.33117485
greedy random 3 2 92 bitcost 164 231.773138046
greedy random 3 2 93 bitcost 168 270.308971405
greedy random 3 2 94 bitcost 168 273.229122162
greedy random 3 2 95 bitcost 171 274.274110794
greedy random 3 2 96 bitcost 175 279.896020889
greedy random 3 2 97 bitcost 174 282.872915268
greedy random 3 2 98 bitcost 175 274.763822556
greedy random 3 2 99 bitcost 178 291.191101074
greedy random 3 2 9 bitcost 14 6.78110122681
greedy random 3 3 10 bitcost 18 17.8060531616
greedy random 3 3 11 bitcost 20 20.6661224365
greedy random 3 3 12 bitcost 26 20.2128887177
greedy random 3 3 13 bitcost 27 28.0151367188
greedy random 3 3 14 bitcost 31 35.129070282
greedy random 3 3 15 bitcost 34 27.841091156
greedy random 3 3 16 bitcost 36 43.359041214
greedy random 3 3 17 bitcost 37 46.1978912354
greedy random 3 3 18 bitcost 42 50.4879951477
greedy random 3 3 19 bitcost 42 55.1359653473
greedy random 3 3 20 bitcost 47 62.63422966
greedy random 3 3 21 bitcost 49 63.2679462433
greedy random 3 3 22 bitcost 51 70.0528621674
greedy random 3 3 23 bitcost 52 74.0089416504
greedy random 3 3 24 bitcost 56 80.6138515472
greedy random 3 3 25 bitcost 59 85.2720737457
greedy random 3 3 26 bitcost 60 52.2639751434
greedy random 3 3 27 bitcost 63 95.1309204102
greedy random 3 3 28 bitcost 66 103.629827499
greedy random 3 3 29 bitcost 69 109.627962112
greedy random 3 3 2 bitcost 3 1.36685371399
greedy random 3 3 30 bitcost 70 111.311912537
greedy random 3 3 31 bitcost 72 103.850126266
greedy random 3 3 32 bitcost 78 124.486923218
greedy random 3 3 33 bitcost 77 82.5672149658
greedy random 3 3 34 bitcost 81 137.526035309
greedy random 3 3 35 bitcost 83 144.940137863
greedy random 3 3 36 bitcost 84 144.460201263
greedy random 3 3 37 bitcost 88 152.87899971
greedy random 3 3 38 bitcost 89 94.7480201721
greedy random 3 3 39 bitcost 91 167.341947556
greedy random 3 3 3 bitcost 5 2.51507759094
greedy random 3 3 40 bitcost 94 148.20098877
greedy random 3 3 41 bitcost 98 179.214000702
greedy random 3 3 42 bitcost 98 181.041955948
greedy random 3 3 43 bitcost 105 191.717863083
greedy random 3 3 44 bitcost 105 187.585115433
greedy random 3 3 45 bitcost 109 204.119920731
greedy random 3 3 46 bitcost 112 209.907054901
greedy random 3 3 47 bitcost 116 214.519023895
greedy random 3 3 48 bitcost 118 210.417985916
greedy random 3 3 49 bitcost 119 222.285032272
greedy random 3 3 4 bitcost 7 4.88805770874
greedy random 3 3 50 bitcost 122 194.201946259
greedy random 3 3 51 bitcost 124 244.80009079
greedy random 3 3 52 bitcost 129 249.177932739
greedy random 3 3 53 bitcost 132 256.906986237
greedy random 3 3 54 bitcost 135 264.595031738
greedy random 3 3 55 bitcost 139 275.231122971
greedy random 3 3 56 bitcost 139 232.376098633
greedy random 3 3 57 bitcost 140 284.62600708
greedy random 3 3 58 bitcost 144 243.588924408
greedy random 3 3 59 bitcost 147 293.164968491
greedy random 3 3 5 bitcost 9 6.04104995728
greedy random 3 3 60 bitcost 149 300.307035446
greedy random 3 3 61 bitcost 151 305.177927017
greedy random 3 3 62 bitcost 156 315.253019333
greedy random 3 3 63 bitcost 157 314.145803452
greedy random 3 3 64 bitcost 160 330.873012543
greedy random 3 3 65 bitcost 163 337.728977203
greedy random 3 3 66 bitcost 167 340.672969818
greedy random 3 3 67 bitcost 170 354.930877686
greedy random 3 3 68 bitcost 170 323.320865631
greedy random 3 3 69 bitcost 175 372.29514122
greedy random 3 3 6 bitcost 10 7.71498680115
greedy random 3 3 70 bitcost 176 324.168920517
greedy random 3 3 71 bitcost 181 354.706048965
greedy random 3 3 72 bitcost 184 395.177125931
greedy random 3 3 73 bitcost 184 401.827096939
greedy random 3 3 74 bitcost 191 409.451007843
greedy random 3 3 75 bitcost 190 413.480043411
greedy random 3 3 76 bitcost 191 425.210952759
greedy random 3 3 77 bitcost 197 376.765012741
greedy random 3 3 78 bitcost 198 450.081110001
greedy random 3 3 79 bitcost 201 455.473899841
greedy random 3 3 7 bitcost 13 10.4479789734
greedy random 3 3 80 bitcost 203 461.25292778
greedy random 3 3 8 bitcost 15 13.368844986
greedy random 3 3 9 bitcost 18 15.8751010895
greedy random 3 4 10 bitcost 22 28.657913208
greedy random 3 4 11 bitcost 26 19.0920829773
greedy random 3 4 12 bitcost 31 43.0369377136
greedy random 3 4 13 bitcost 33 49.1149425507
greedy random 3 4 14 bitcost 38 56.6921234131
greedy random 3 4 15 bitcost 40 64.0251636505
greedy random 3 4 16 bitcost 42 52.356004715
greedy random 3 4 17 bitcost 45 76.5600204468
greedy random 3 4 18 bitcost 51 86.3959789276
greedy random 3 4 19 bitcost 51 90.6658172607
greedy random 3 4 20 bitcost 57 103.488922119
greedy random 3 4 21 bitcost 59 108.148097992
greedy random 3 4 22 bitcost 60 117.096185684
greedy random 3 4 23 bitcost 64 121.273040771
greedy random 3 4 24 bitcost 68 131.637096405
greedy random 3 4 25 bitcost 71 141.177177429
greedy random 3 4 26 bitcost 73 144.668102264
greedy random 3 4 27 bitcost 79 152.825117111
greedy random 3 4 28 bitcost 82 136.864900589
greedy random 3 4 29 bitcost 86 174.745798111
greedy random 3 4 2 bitcost 3 2.63714790344
greedy random 3 4 30 bitcost 86 181.450128555
greedy random 3 4 31 bitcost 90 189.759969711
greedy random 3 4 32 bitcost 96 204.531908035
greedy random 3 4 33 bitcost 95 207.252979279
greedy random 3 4 34 bitcost 102 217.545986176
greedy random 3 4 35 bitcost 103 226.011991501
greedy random 3 4 3 bitcost 5 4.40907478333
greedy random 3 4 4 bitcost 7 7.42101669312
greedy random 3 4 5 bitcost 10 6.53386116028
greedy random 3 4 6 bitcost 13 9.08708572388
greedy random 3 4 7 bitcost 15 15.9811973572
greedy random 3 4 8 bitcost 18 15.2170658112
greedy random 3 4 9 bitcost 22 21.399974823
greedy random 3 50000 4 bitcost 14 167506.131172
greedy random 3 5000 4 bitcost 14 15704.1790485
greedy random 3 500 4 bitcost 14 1516.9069767
greedy random 3 500 8 bitcost 57 30136.6870403
greedy random 3 50 16 bitcost 130 3675.67801476
greedy random 3 50 24 bitcost 247 12103.6798954
greedy random 3 50 32 bitcost 386 28249.1648197
greedy random 3 50 48 bitcost 746 98495.6400394
greedy random 3 50 4 bitcost 12 134.536027908
greedy random 3 50 64 bitcost 1119 208199.232101
greedy random 3 50 8 bitcost 41 586.725950241
greedy random 3 5 10 bitcost 25 42.732000351
greedy random 3 5 11 bitcost 29 41.4431095123
greedy random 3 5 12 bitcost 34 65.5951499939
greedy random 3 5 13 bitcost 38 40.9739017487
greedy random 3 5 14 bitcost 43 81.7840099335
greedy random 3 5 15 bitcost 43 48.8920211792
greedy random 3 5 16 bitcost 46 81.4378261566
greedy random 3 5 17 bitcost 55 52.0279407501
greedy random 3 5 18 bitcost 57 127.338886261
greedy random 3 5 19 bitcost 59 130.867958069
greedy random 3 5 20 bitcost 64 139.184951782
greedy random 3 5 24 bitcost 80 155.806064606
greedy random 3 5 2 bitcost 3 3.41892242432
greedy random 3 5 32 bitcost 110 242.949962616
greedy random 3 5 3 bitcost 5 5.95116615295
greedy random 3 5 48 bitcost 173 493.793010712
greedy random 3 5 4 bitcost 8 9.5739364624
greedy random 3 5 5 bitcost 10 13.4699344635
greedy random 3 5 64 bitcost 235 851.480960846
greedy random 3 5 6 bitcost 14 18.3711051941
greedy random 3 5 7 bitcost 18 18.678188324
greedy random 3 5 8 bitcost 20 30.7850837708
greedy random 3 5 96 bitcost 384 1885.12802124
greedy random 3 5 9 bitcost 24 29.972076416
greedy random 3 6 10 bitcost 27 40.4369831085
greedy random 3 6 11 bitcost 32 67.4638748169
greedy random 3 6 12 bitcost 36 82.8590393066
greedy random 3 6 13 bitcost 39 89.9851322174
greedy random 3 6 14 bitcost 47 107.135057449
greedy random 3 6 2 bitcost 3 4.18400764465
greedy random 3 6 3 bitcost 5 7.33804702759
greedy random 3 6 4 bitcost 8 12.1021270752
greedy random 3 6 5 bitcost 10 16.4420604706
greedy random 3 6 6 bitcost 16 24.8260498047
greedy random 3 6 7 bitcost 20 32.1068763733
greedy random 3 6 8 bitcost 22 31.7211151123
greedy random 3 6 9 bitcost 27 50.1449108124
greedy random 3 7 10 bitcost 29 70.0540542603
greedy random 3 7 2 bitcost 3 4.5919418335
greedy random 3 7 3 bitcost 6 8.76188278198
greedy random 3 7 4 bitcost 8 14.8160457611
greedy random 3 7 5 bitcost 12 21.0299491882
greedy random 3 7 6 bitcost 16 30.5027961731
greedy random 3 7 7 bitcost 20 42.6650047302
greedy random 3 7 8 bitcost 24 51.2161254883
greedy random 3 7 9 bitcost 28 59.7829818726
greedy random 3 8 2 bitcost 3 5.73492050171
greedy random 3 8 3 bitcost 6 10.3809833527
greedy random 3 8 4 bitcost 8 17.5049304962
greedy random 3 8 5 bitcost 13 25.3601074219
greedy random 3 8 6 bitcost 16 34.1889858246
greedy random 3 8 7 bitcost 21 41.0199165344
greedy random 3 9 2 bitcost 3 5.19108772278
greedy random 3 9 3 bitcost 7 12.3448371887
greedy random 3 9 4 bitcost 9 19.9110507965
greedy random 3 9 5 bitcost 13 23.5691070557
greedy random 4 10000 4 bitcost 14 29063.1330013
greedy random 4 1000 4 bitcost 14 2855.61013222
greedy random 4 1000 8 bitcost 61 101617.770195
greedy random 4 100 16 bitcost 153 14046.1690426
greedy random 4 100 24 bitcost 298 54325.2580166
greedy random 4 100 32 bitcost 499 148516.199112
greedy random 4 100 4 bitcost 14 272.435903549
greedy random 4 100 8 bitcost 46 1507.39693642
greedy random 4 10 16 bitcost 75 262.552976608
greedy random 4 10 24 bitcost 120 504.415988922
greedy random 4 10 32 bitcost 172 858.508110046
greedy random 4 10 3 bitcost 6 8.7308883667
greedy random 4 10 48 bitcost 285 1986.7939949
greedy random 4 10 4 bitcost 11 16.7620182037
greedy random 4 10 64 bitcost 412 3777.14204788
greedy random 4 10 8 bitcost 26 84.0039253235
greedy random 4 10 96 bitcost 661 8969.0220356
greedy random 4 11 3 bitcost 6 15.9358978271
greedy random 4 12 3 bitcost 6 11.4500522614
greedy random 4 20000 4 bitcost 14 59118.213892
greedy random 4 2000 4 bitcost 14 5731.41717911
greedy random 4 200 16 bitcost 165 56203.1240463
greedy random 4 200 24 bitcost 335 229528.296947
greedy random 4 200 4 bitcost 14 565.496921539
greedy random 4 200 8 bitcost 53 5546.44298553
greedy random 4 20 16 bitcost 98 727.732181549
greedy random 4 20 24 bitcost 168 1722.38206863
greedy random 4 20 32 bitcost 266 3641.23511314
greedy random 4 20 48 bitcost 451 9694.74101067
greedy random 4 20 4 bitcost 11 55.7820796967
greedy random 4 20 64 bitcost 660 19524.4038105
greedy random 4 20 8 bitcost 33 160.87603569
greedy random 4 20 96 bitcost 1097 50764.6780014
greedy random 4 2 100 bitcost 183 241.317033768
greedy random 4 2 101 bitcost 185 208.155155182
greedy random 4 2 102 bitcost 185 261.112928391
greedy random 4 2 103 bitcost 186 216.45283699
greedy random 4 2 104 bitcost 189 275.346040726
greedy random 4 2 105 bitcost 192 275.787115097
greedy random 4 2 106 bitcost 195 279.850006104
greedy random 4 2 107 bitcost 196 323.303937912
greedy random 4 2 108 bitcost 199 311.062812805
greedy random 4 2 109 bitcost 202 290.112018585
greedy random 4 2 10 bitcost 16 6.58988952637
greedy random 4 2 110 bitcost 201 249.689102173
greedy random 4 2 111 bitcost 205 280.407905579
greedy random 4 2 112 bitcost 205 310.117006302
greedy random 4 2 113 bitcost 209 350.827932358
greedy random 4 2 114 bitcost 209 327.746152878
greedy random 4 2 115 bitcost 212 324.141025543
greedy random 4 2 116 bitcost 214 363.636016846
greedy random 4 2 117 bitcost 216 278.716087341
greedy random 4 2 118 bitcost 217 300.29296875
greedy random 4 2 119 bitcost 218 359.87496376
greedy random 4 2 11 bitcost 17 4.72092628479
greedy random 4 2 120 bitcost 222 350.896835327
greedy random 4 2 121 bitcost 223 337.527036667
greedy random 4 2 122 bitcost 224 396.281003952
greedy random 4 2 123 bitcost 227 400.589942932
greedy random 4 2 124 bitcost 230 396.593093872
greedy random 4 2 125 bitcost 229 357.163906097
greedy random 4 2 126 bitcost 233 414.052009583
greedy random 4 2 127 bitcost 232 413.873910904
greedy random 4 2 128 bitcost 239 422.908782959
greedy random 4 2 129 bitcost 239 428.143024445
greedy random 4 2 12 bitcost 19 9.4199180603
greedy random 4 2 130 bitcost 241 436.079978943
greedy random 4 2 131 bitcost 243 420.614957809
greedy random 4 2 132 bitcost 241 410.076856613
greedy random 4 2 133 bitcost 243 450.278043747
greedy random 4 2 134 bitcost 247 415.293931961
greedy random 4 2 135 bitcost 251 445.94502449
greedy random 4 2 136 bitcost 251 461.762905121
greedy random 4 2 137 bitcost 254 470.126867294
greedy random 4 2 138 bitcost 254 471.064805984
greedy random 4 2 139 bitcost 255 479.062080383
greedy random 4 2 13 bitcost 21 7.82108306885
greedy random 4 2 140 bitcost 255 481.910943985
greedy random 4 2 141 bitcost 263 495.002985001
greedy random 4 2 142 bitcost 265 500.545978546
greedy random 4 2 143 bitcost 267 498.318195343
greedy random 4 2 144 bitcost 268 466.189861298
greedy random 4 2 145 bitcost 271 521.533966064
greedy random 4 2 146 bitcost 272 506.512880325
greedy random 4 2 147 bitcost 272 491.534948349
greedy random 4 2 148 bitcost 275 525.878190994
greedy random 4 2 149 bitcost 278 542.150974274
greedy random 4 2 14 bitcost 23 9.23204421997
greedy random 4 2 150 bitcost 278 505.323171616
greedy random 4 2 151 bitcost 281 560.469150543
greedy random 4 2 152 bitcost 284 567.350149155
greedy random 4 2 153 bitcost 286 547.247171402
greedy random 4 2 154 bitcost 290 531.4848423
greedy random 4 2 155 bitcost 289 574.494123459
greedy random 4 2 156 bitcost 292 586.281776428
greedy random 4 2 157 bitcost 295 592.217922211
greedy random 4 2 158 bitcost 297 584.045171738
greedy random 4 2 159 bitcost 297 605.576992035
greedy random 4 2 15 bitcost 24 16.4420604706
greedy random 4 2 160 bitcost 298 587.89396286
greedy random 4 2 161 bitcost 302 599.3039608
greedy random 4 2 162 bitcost 304 620.739936829
greedy random 4 2 163 bitcost 305 619.261980057
greedy random 4 2 164 bitcost 306 585.543870926
greedy random 4 2 165 bitcost 310 579.669952393
greedy random 4 2 166 bitcost 309 638.90504837
greedy random 4 2 167 bitcost 310 648.176908493
greedy random 4 2 168 bitcost 315 661.228179932
greedy random 4 2 169 bitcost 315 672.382831573
greedy random 4 2 16 bitcost 28 11.1479759216
greedy random 4 2 170 bitcost 317 680.671215057
greedy random 4 2 171 bitcost 321 693.821907043
greedy random 4 2 172 bitcost 318 688.359022141
greedy random 4 2 173 bitcost 322 643.629789352
greedy random 4 2 174 bitcost 323 704.096078873
greedy random 4 2 175 bitcost 327 688.277006149
greedy random 4 2 176 bitcost 328 681.183099747
greedy random 4 2 177 bitcost 333 682.890892029
greedy random 4 2 178 bitcost 335 728.12795639
greedy random 4 2 179 bitcost 335 742.186069489
greedy random 4 2 17 bitcost 30 20.485162735
