2500 2.320570174 2.320575693 2.320538517
5000 4.878859983 4.860625863 4.859545024
10000 9.921302813 9.932552412 9.992708316
20000 19.976946905 19.903354506 19.981778759
40000 39.946582426 39.936230692 39.946370332
80000 79.856657645 79.231015153 79.212024231
160000 159.79141833 159.165834684 159.802786257
320000 318.390023295 318.381641202 317.201980876
640000 606.549839467 607.820144553 594.288803215
