2500 226.235763727 109.048968561 233.982385427
5000 177.788792424 181.914916693 215.604653532
10000 115.99231089 158.232751586 160.915204651
20000 168.973707216 163.490215271 170.924241876
40000 140.701281544 151.351032413 148.195949715
80000 133.466395216 136.715566705 145.301524834
160000 119.5759217 135.987365291 135.306259419
320000 126.458736168 132.782179277 133.140325275
640000 96.6580788469 127.544852173 132.60333043
