2500 0.035072 0.035072 0.035072
5000 0.073966 0.073663 0.073671
10000 0.149606 0.149775 0.150653
20000 0.300184 0.299108 0.300287
40000 0.599289 0.599138 0.599286
80000 1.197983 1.188594 1.188317
160000 2.397129 2.387732 2.397241
320000 4.776849 4.776098 4.758439
640000 9.099775 9.119219 8.916298
