2500 0.035064 0.035072 0.034936 0.034935 0.035072 0.035072 0.035073 0.035066 0.035065 0.035072
5000 0.073984 0.073984 0.073984 0.073984 0.073984 0.072822 0.073655 0.073985 0.073945 0.073964
10000 0.150744 0.150764 0.15019 0.150781 0.15078 0.150781 0.150182 0.150775 0.149566 0.15078
20000 0.30028 0.300208 0.300204 0.299109 0.300127 0.3002 0.299816 0.300281 0.299895 0.300281
40000 0.599298 0.597234 0.599133 0.598826 0.599137 0.599124 0.599287 0.598969 0.595418 0.596797
80000 1.197342 1.193007 1.188632 1.197367 1.192675 1.197663 1.178515 1.188318 1.197693 1.197649
160000 2.398442 2.380652 2.389159 2.389752 2.399133 2.399098 2.399097 2.39912 2.389157 2.397948
320000 4.796191 4.760096 4.797632 4.7974 4.778519 4.797482 4.777602 4.797606 4.778668 4.758618
640000 9.588474 9.516466 9.544942 9.590172 9.481098 9.59046 9.550817 9.593738 9.518706 9.58591
